domainId,anotherDevAccountId,assetDefinitionId,anotherDevAssetId
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev85e39174-785c-4c2a-867b-ae175004b377_ab22bdb1-fe9c-4f60-8823-0d1eecae3a88@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xore47806a7-d118-4c76-8ffe-8740444d897e_299a3d52-2f74-473d-9042-805fdb09c16c#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xore47806a7-d118-4c76-8ffe-8740444d897e_299a3d52-2f74-473d-9042-805fdb09c16c##anotherDev85e39174-785c-4c2a-867b-ae175004b377_ab22bdb1-fe9c-4f60-8823-0d1eecae3a88@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDevbbf2656d-5ad1-4107-8255-e24b651a7c76_a13d6396-acb5-49cd-981b-0e6bf5fead7d@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor3350ebc7-f698-4cd6-ac71-9f851034d53b_f6170259-7244-4fd6-88cd-83281fc72fda#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor3350ebc7-f698-4cd6-ac71-9f851034d53b_f6170259-7244-4fd6-88cd-83281fc72fda##anotherDevbbf2656d-5ad1-4107-8255-e24b651a7c76_a13d6396-acb5-49cd-981b-0e6bf5fead7d@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDeva632afbb-e540-49de-8607-a9d37f5451e0_c026a6f6-4d93-4b9b-941a-52d6ce8c2667@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorb9b591b2-3944-4471-a519-e791dca28350_e19680b5-d8d6-4260-be76-f5cadf679277#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorb9b591b2-3944-4471-a519-e791dca28350_e19680b5-d8d6-4260-be76-f5cadf679277##anotherDeva632afbb-e540-49de-8607-a9d37f5451e0_c026a6f6-4d93-4b9b-941a-52d6ce8c2667@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDevd33b87c5-e8d8-4fb4-bcc9-0ee0a16832f4_66a8d217-c2d1-4805-8220-07e7a5555cd1@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorbe0d6845-2f16-4e5f-be55-b15cffe3cb6a_369570c3-eb95-4298-9178-0fbc2ec495d0#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorbe0d6845-2f16-4e5f-be55-b15cffe3cb6a_369570c3-eb95-4298-9178-0fbc2ec495d0##anotherDevd33b87c5-e8d8-4fb4-bcc9-0ee0a16832f4_66a8d217-c2d1-4805-8220-07e7a5555cd1@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDevd609abf5-0533-4bf7-b40c-2e83cbaec2ed_c1ee7bb6-4d8a-4c9f-84a2-5df2fa51b850@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorf5c84def-b0b4-4879-ba42-b806a34fd67b_78e5749f-cb92-4e86-b6e9-6d9a98f3bbcb#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorf5c84def-b0b4-4879-ba42-b806a34fd67b_78e5749f-cb92-4e86-b6e9-6d9a98f3bbcb##anotherDevd609abf5-0533-4bf7-b40c-2e83cbaec2ed_c1ee7bb6-4d8a-4c9f-84a2-5df2fa51b850@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDeva0c5569f-1aab-4ac4-aa05-87197c233ecd_e651bc00-fce1-4074-a935-1048811d6319@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor087c223c-3702-411e-8e9f-2159e58c4d18_063593a0-59a5-4eb3-b28c-96f3d464f15e#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor087c223c-3702-411e-8e9f-2159e58c4d18_063593a0-59a5-4eb3-b28c-96f3d464f15e##anotherDeva0c5569f-1aab-4ac4-aa05-87197c233ecd_e651bc00-fce1-4074-a935-1048811d6319@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDevce63137d-0557-4382-8bfd-81ed168bfc01_a6db1963-653f-49a3-bb1a-dc475755e389@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor9ae3d514-ccc9-4953-ae60-6b26c03e0d38_cb2a099b-dca6-41da-bedd-a55b9821c2f9#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor9ae3d514-ccc9-4953-ae60-6b26c03e0d38_cb2a099b-dca6-41da-bedd-a55b9821c2f9##anotherDevce63137d-0557-4382-8bfd-81ed168bfc01_a6db1963-653f-49a3-bb1a-dc475755e389@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDeveb1c5e6e-514a-41ae-9eaa-d95808803182_abda0244-6676-4a9e-9e86-71b66105ac88@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor562c6d9d-e2e6-40ed-aef6-5889785f39b7_933f715d-6034-4270-8b6b-7f9a917138c0#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor562c6d9d-e2e6-40ed-aef6-5889785f39b7_933f715d-6034-4270-8b6b-7f9a917138c0##anotherDeveb1c5e6e-514a-41ae-9eaa-d95808803182_abda0244-6676-4a9e-9e86-71b66105ac88@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev403fd8da-eb8d-40b5-9b32-8e7a48552075_206b007d-b570-4f85-9acc-6a8d835e6832@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor0c0129ec-7183-409a-bb03-0fb99c0a1304_b5aaf2c2-045f-44f5-a189-116cfbbd2cac#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor0c0129ec-7183-409a-bb03-0fb99c0a1304_b5aaf2c2-045f-44f5-a189-116cfbbd2cac##anotherDev403fd8da-eb8d-40b5-9b32-8e7a48552075_206b007d-b570-4f85-9acc-6a8d835e6832@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev192a59a9-d324-4659-8fe9-af3e6b6feaae_645e4c00-4a27-4b2a-8405-b8d18b5f5d37@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor164d5157-0ad8-4989-9406-c5999a20e6b2_1106accb-eefb-4e18-93cc-6c07ccf670b5#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor164d5157-0ad8-4989-9406-c5999a20e6b2_1106accb-eefb-4e18-93cc-6c07ccf670b5##anotherDev192a59a9-d324-4659-8fe9-af3e6b6feaae_645e4c00-4a27-4b2a-8405-b8d18b5f5d37@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev4a1f5270-334b-4994-9b2c-6a3ebcb23f8a_7e458e1c-c9c7-4beb-8fce-8161963c577c@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor441429fb-a136-4b50-b6f1-bef542f26472_74ce613a-eaf3-4807-9b24-6e197c07c139#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor441429fb-a136-4b50-b6f1-bef542f26472_74ce613a-eaf3-4807-9b24-6e197c07c139##anotherDev4a1f5270-334b-4994-9b2c-6a3ebcb23f8a_7e458e1c-c9c7-4beb-8fce-8161963c577c@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev85ea3dff-aecb-4e0d-b691-6323575fe0b6_0022cc1b-e929-476e-94b3-cbae8bb56dff@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor7638777a-ad30-48b7-8c14-7df82ab4fe5d_fa2e3e7f-b1be-4f89-aeb7-36beb9e920a7#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor7638777a-ad30-48b7-8c14-7df82ab4fe5d_fa2e3e7f-b1be-4f89-aeb7-36beb9e920a7##anotherDev85ea3dff-aecb-4e0d-b691-6323575fe0b6_0022cc1b-e929-476e-94b3-cbae8bb56dff@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDeveb3ea584-4031-4254-8442-8a35d9373088_47a1e49f-48b6-4138-83c9-e8d53aa61264@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor57eb5de6-4e4c-4cc6-a7ad-6c140b52298e_4c24edc3-94ba-4545-b2a7-e9c16c7ee759#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor57eb5de6-4e4c-4cc6-a7ad-6c140b52298e_4c24edc3-94ba-4545-b2a7-e9c16c7ee759##anotherDeveb3ea584-4031-4254-8442-8a35d9373088_47a1e49f-48b6-4138-83c9-e8d53aa61264@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev605d008b-7020-4104-bfd5-7a2d47f7fc77_50766968-02ab-4d81-b634-8b83de65c7b5@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor8347d789-9506-4feb-9140-77da53e7269d_22f8ef04-dee0-461b-b3ce-f9a857f6b232#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor8347d789-9506-4feb-9140-77da53e7269d_22f8ef04-dee0-461b-b3ce-f9a857f6b232##anotherDev605d008b-7020-4104-bfd5-7a2d47f7fc77_50766968-02ab-4d81-b634-8b83de65c7b5@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev74638de7-00df-40b8-822f-baa4d82d682f_f1d263bd-cf59-4111-b3e2-3aeb919e39fd@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorf262b3e7-5570-4a7c-9820-5c6458408945_8b011e51-b1a8-4320-baf2-e8d9a03a283f#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorf262b3e7-5570-4a7c-9820-5c6458408945_8b011e51-b1a8-4320-baf2-e8d9a03a283f##anotherDev74638de7-00df-40b8-822f-baa4d82d682f_f1d263bd-cf59-4111-b3e2-3aeb919e39fd@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev60cc957f-befc-4cae-9523-0a916868bf01_7f616752-ca6b-4c14-8a46-9af3285af739@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor7c329035-d91f-4616-ac11-a9f84ea8fdde_7aabf5da-cbc9-4514-a201-ba520b2148ba#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor7c329035-d91f-4616-ac11-a9f84ea8fdde_7aabf5da-cbc9-4514-a201-ba520b2148ba##anotherDev60cc957f-befc-4cae-9523-0a916868bf01_7f616752-ca6b-4c14-8a46-9af3285af739@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev7b519eeb-232c-4a46-9ee8-18dea8912e15_1e70bcf9-9cb0-45bf-b376-a7e508b3dea3@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor8188a60f-52a0-47c8-bd33-9e48419e1321_0a94a63d-11b8-4b31-bb89-8d5459cadae4#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor8188a60f-52a0-47c8-bd33-9e48419e1321_0a94a63d-11b8-4b31-bb89-8d5459cadae4##anotherDev7b519eeb-232c-4a46-9ee8-18dea8912e15_1e70bcf9-9cb0-45bf-b376-a7e508b3dea3@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDeve6eff948-8268-4e7e-8463-ffc6ec98f86d_2ae0a8fc-d623-4118-8c2b-29801f61922f@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor923deab2-783b-46c1-9bd3-0d1fbd2309fd_b565d954-1950-444a-b269-d85269b5c9b7#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xor923deab2-783b-46c1-9bd3-0d1fbd2309fd_b565d954-1950-444a-b269-d85269b5c9b7##anotherDeve6eff948-8268-4e7e-8463-ffc6ec98f86d_2ae0a8fc-d623-4118-8c2b-29801f61922f@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,anotherDev4a5523a8-b436-4b9f-9112-cbe49875528e_2d066f6a-5068-4b98-a074-47efcda46333@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorb34e76d1-e01b-468f-9118-9345b8b7779f_d2b0a9dc-6583-4d9c-b772-328cb752227d#bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6,xorb34e76d1-e01b-468f-9118-9345b8b7779f_d2b0a9dc-6583-4d9c-b772-328cb752227d##anotherDev4a5523a8-b436-4b9f-9112-cbe49875528e_2d066f6a-5068-4b98-a074-47efcda46333@bulb_9fce4eb1-ce3c-460e-b003-29c5d7041d74_7256fcf4-3f18-4ac0-a3f0-4396518117e6
